province_name,province_id,owner_name_1763,owner_tag_1763,historical_justification_1763_with_source,current_owner_tag,status,confidence
Karakol,3581,,,,SBG,OWNED,
Gladstone,3582,,,,,UNOWNED,
Alps,3583,,,,,UNOWNED,
Hoshab,3584,,,,KAL,OWNED,
Kochki,3585,,,,RUS,OWNED,
Kropotkin,3586,,,,RUS,OWNED,
Girardeau,3587,,,,LSA,OWNED,
Cabinda,3588,,,,,UNOWNED,
Tabriz,3589,,,,,UNOWNED,
Batangas,3590,,,,PHI,OWNED,
Ipatinga,3591,,,,BRZ,OWNED,
Fort Kongensten,3592,,,,DGC,OWNED,
Chabahar,3593,,,,BLO,OWNED,
Perevoz,3594,,,,RUS,OWNED,
Vrådal,3595,,,,NOR,OWNED,
Ardatov,3596,,,,RUS,OWNED,
Kuhmo,3597,,,,FIN,OWNED,
Karlskrona,3598,,,,SWE,OWNED,
Huancavelica,3599,,,,,UNOWNED,
Mokhotlong,3600,,,,LST,OWNED,
Wolfsburg,3601,,,,HAN,OWNED,
Mosembe,3602,,,,,UNOWNED,
Vienne,3603,,,,FRA,OWNED,
Chaikovsky,3604,,,,RUS,OWNED,
Treviso,3605,,,,VEN,OWNED,
Saimaa,3606,,,,,UNOWNED,
Norwegian Mountains,3607,,,,,UNOWNED,
Edouard,3608,,,,,UNOWNED,
Pervomaisk,3609,,,,RUS,OWNED,
Valencia,3610,,,,CPV,OWNED,
Haugesund,3611,,,,NOR,OWNED,
Hanko,3612,,,,FIN,OWNED,
Bernay,3613,,,,FRA,OWNED,
Sarov,3614,,,,RUS,OWNED,
Halmstad,3615,,,,SWE,OWNED,
Uleåborg,3616,,,,FIN,OWNED,
Yashalta,3617,,,,RUS,OWNED,
Minden,3618,,,,PRU,OWNED,
Deer,3619,,,,GBR,OWNED,
Qingyuan,3620,,,,CHI,OWNED,
Azov,3621,,,,RUS,OWNED,
Osnabrück,3622,,,,OSN,OWNED,
Chaoyang,3623,,,,MKD,OWNED,
Riom,3624,,,,FRA,OWNED,
Mariehamn,3625,,,,SWE,OWNED,
Périgueux,3626,,,,FRA,OWNED,
Lisieux,3627,,,,FRA,OWNED,
Visegrad,3628,,,,TUR,OWNED,
Salsk,3629,,,,RUS,OWNED,
Heilbron,3630,,,,,UNOWNED,
Beaufort West,3631,,,,CPC,OWNED,
Dongying,3632,,,,CHI,OWNED,
Sarajevo,3633,,,,TUR,OWNED,
Bécancour,3634,,,,LCA,OWNED,
Maningzhen,3635,,,,CHI,OWNED,
Berdyansk,3636,,,,CRM,OWNED,
Hsingchu,3637,,,,CHI,OWNED,
Rub al Khali,3638,,,,,UNOWNED,
Columbia,3639,,,,,UNOWNED,
Zamboanga,3640,,,,PHI,OWNED,
Wenshan,3641,,,,CHI,OWNED,
Mejillones,3642,,,,,UNOWNED,
Little Rock,3643,,,,CDD,OWNED,
Trang,3644,,,,SIA,OWNED,
Altyn-Tagh,3645,,,,,UNOWNED,
Whakatane,3646,,,,,UNOWNED,
Haixing,3647,,,,CHI,OWNED,
Armidale,3648,,,,,UNOWNED,
Saint-Jérôme,3649,,,,LCA,OWNED,
Layla,3650,,,,DRY,OWNED,
Fuzhou,3651,,,,CHI,OWNED,
Nekoma,3652,,,,ASB,OWNED,
Alexandria,3653,,,,LSA,OWNED,
Balotra,3654,,,,JAI,OWNED,
Minnewaukan,3655,,,,ASB,OWNED,
Mitchell,3656,,,,,UNOWNED,
Shuozhong,3657,,,,CHI,OWNED,
Luanda,3658,,,,ANG,OWNED,
Aiwuzaile,3659,,,,XNG,OWNED,
Monte Hermoso,3660,,,,,UNOWNED,
Turabah,3661,,,,DRY,OWNED,
Parachinar,3662,,,,AFG,OWNED,
Sarjah,3663,,,,SHJ,OWNED,
Montes Claros,3664,,,,BRZ,OWNED,
Kaiserslautern,3665,,,,PLZ,OWNED,
Ålvundfjord,3666,,,,NOR,OWNED,
Nepalgunj,3667,,,,NEP,OWNED,
Chernigov,3668,,,,RUS,OWNED,
Vyshniy Volochok,3669,,,,RUS,OWNED,
Valday,3670,,,,RUS,OWNED,
Sarlat-la-Canéda,3671,,,,FRA,OWNED,
Nancy,3672,,,,FRA,OWNED,
Beauvais,3673,,,,FRA,OWNED,
Roskilde,3674,,,,DEN,OWNED,
Boyabat,3675,,,,TUR,OWNED,
Jakobstad,3676,,,,FIN,OWNED,
Starominskaya,3677,,,,RUS,OWNED,
Bhutan,3678,,,,,UNOWNED,
Knjaževac,3679,,,,TUR,OWNED,
Liangjiang,3680,,,,CHI,OWNED,
Friedeberg,3681,,,,PRU,OWNED,
Villeneuve-sur-Lot,3682,,,,FRA,OWNED,
Kendawandan,3683,,,,PNK,OWNED,
Edo,3684,,,,TKG,OWNED,
Gurian,3685,,,,AFG,OWNED,
Pahang,3686,,,,JHR,OWNED,
Saku,3687,,,,TKG,OWNED,
Unimak,3688,,,,,UNOWNED,
Wolmar,3689,,,,LIV,OWNED,
Niš,3690,,,,TUR,OWNED,
Traverse City,3691,,,,,UNOWNED,
Lingshan,3692,,,,CHI,OWNED,
Marquette,3693,,,,,UNOWNED,
Hakodate,3694,,,,MAE,OWNED,
Juijiang,3695,,,,CHI,OWNED,
Talangkubuan,3696,,,,PLB,OWNED,
Clarksville,3697,,,,,UNOWNED,
Jianli,3698,,,,CHI,OWNED,
Misiones,3699,,,,MSN,OWNED,
Rud-e-Asman,3700,,,,,UNOWNED,
Selangor,3701,,,,SGR,OWNED,
Juárez,3702,,,,NSP,OWNED,
Whitehorse,3703,,,,,UNOWNED,
Cádiz,3704,,,,SHW,OWNED,
Bilwi,3705,,,,MSK,OWNED,
Ashland,3706,,,,,UNOWNED,
Tegucigalpa,3707,,,,GUA,OWNED,
Walla Walla,3708,,,,LKU,OWNED,
Santo Tomé,3709,,,,LFP,OWNED,
Bachicuy,3710,,,,APA,OWNED,
Emden,3711,,,,HAN,OWNED,
Verkhovazhe,3712,,,,RUS,OWNED,
Klimkovka,3713,,,,RUS,OWNED,
Castelsarrasin,3714,,,,FRA,OWNED,
Grimstad,3715,,,,NOR,OWNED,
Wenderskulle,3716,,,,LIV,OWNED,
Svetlograd,3717,,,,RUS,OWNED,
Medvenka,3718,,,,RUS,OWNED,
Falenki,3719,,,,RUS,OWNED,
Toungoo,3720,,,,BUR,OWNED,
Primorsk,3721,,,,CRM,OWNED,
Zinjibar,3722,,,,LHJ,OWNED,
Gaziantep,3723,,,,TUR,OWNED,
Vatnestrøm,3724,,,,NOR,OWNED,
Lodève,3725,,,,FRA,OWNED,
Phalaborwa,3726,,,,,UNOWNED,
Skopin,3727,,,,RUS,OWNED,
Stavropol,3728,,,,RUS,OWNED,
Yeruda,3729,,,,RUS,OWNED,
Chania,3730,,,,TUR,OWNED,
Zonguldak,3731,,,,TUR,OWNED,
Davenport,3732,,,,ASK,OWNED,
Prome,3733,,,,BUR,OWNED,
Chaplinka,3734,,,,CRM,OWNED,
Dhule,3735,,,,MRT,OWNED,
Kozan,3736,,,,TUR,OWNED,
Luang Prabang,3737,,,,LPR,OWNED,
Cangas del Narcea,3738,,,,SPA,OWNED,
Cirebon,3739,,,,DEI,OWNED,
Gusangxiang,3740,,,,CHI,OWNED,
Balladonia,3741,,,,,UNOWNED,
Giridih,3742,,,,DHN,OWNED,
Purwakarta,3743,,,,DEI,OWNED,
Ghaniabad,3744,,,,,UNOWNED,
Kataiga,3745,,,,RUS,OWNED,
Souk Lahad,3746,,,,TUN,OWNED,
Fort Kamloops,3747,,,,DNE,OWNED,
Centralia,3748,,,,MSG,OWNED,
San Juan de Payara,3749,,,,CPV,OWNED,
Xuwen,3750,,,,CHI,OWNED,
Mörön,3751,,,,ULS,OWNED,
PROV3752,3752,,,,MPN,OWNED,
Algerian Sahara,3753,,,,,UNOWNED,
Khalban,3754,,,,ULS,OWNED,
Southern Cross,3755,,,,,UNOWNED,
Netarhat,3756,,,,RMH,OWNED,
Rancagua,3757,,,,CHL,OWNED,
Nain,3758,,,,,UNOWNED,
Uchamy,3759,,,,RUS,OWNED,
San Cristobal,3760,,,,CPV,OWNED,
Käkisalmi,3761,,,,FIN,OWNED,
Grand Erg,3762,,,,,UNOWNED,
Sault Ste. Marie,3763,,,,,UNOWNED,
Khairpur,3764,,,,SND,OWNED,
Köslin,3765,,,,PRU,OWNED,
Valkeala,3766,,,,FIN,OWNED,
Welsk,3767,,,,RUS,OWNED,
Cambrai,3768,,,,FRA,OWNED,
Shuya,3769,,,,RUS,OWNED,
Curaçao,3770,,,,ANT,OWNED,
Fengnan,3771,,,,CHI,OWNED,
Uryupisnk,3772,,,,RUS,OWNED,
Suzdal,3773,,,,RUS,OWNED,
Rioseco,3774,,,,SPA,OWNED,
Bornholm,3775,,,,DEN,OWNED,
Ninghai,3776,,,,CHI,OWNED,
Pyahta,3777,,,,RUS,OWNED,
Armawir,3778,,,,RUS,OWNED,
Exeter,3779,,,,GBR,OWNED,
Terre Haute,3780,,,,SHW,OWNED,
Gulkevichy,3781,,,,RUS,OWNED,
Kungyangon,3782,,,,BUR,OWNED,
Tianjin,3783,,,,CHI,OWNED,
Nokhopiorsk,3784,,,,RUS,OWNED,
Ahoskie,3785,,,,USA,OWNED,
Riano,3786,,,,SPA,OWNED,
Krumau,3787,,,,AUS,OWNED,
Yugo Kamskiy,3788,,,,RUS,OWNED,
Bar-sur-Aube,3789,,,,FRA,OWNED,
Langya,3790,,,,CHI,OWNED,
Chaganhuazhen,3791,,,,CHI,OWNED,
Monterrey,3792,,,,NSP,OWNED,
Waingapu,3793,,,,,UNOWNED,
Huainan,3794,,,,CHI,OWNED,
Cumberland House,3795,,,,ICF,OWNED,
Carlinville,3796,,,,OSG,OWNED,
Osmancik,3797,,,,TUR,OWNED,
Pontiac,3798,,,,PTW,OWNED,
Puthein,3799,,,,BUR,OWNED,
Nevada Desert,3800,,,,,UNOWNED,
South Hill,3801,,,,USA,OWNED,
Ubon Ratchathani,3802,,,,CPK,OWNED,
Ochyor,3803,,,,RUS,OWNED,
Rock Spring,3804,,,,,UNOWNED,
Yasothon,3805,,,,CPK,OWNED,
Campina Grande,3806,,,,BRZ,OWNED,
Fresnillo,3807,,,,NSP,OWNED,
Alotau,3808,,,,,UNOWNED,
Bangda,3809,,,,TIB,OWNED,
Fort Nelson,3810,,,,DNE,OWNED,
Akwa Akpa,3811,,,,ARO,OWNED,
Quincy,3812,,,,MIA,OWNED,
Kabala,3813,,,,KOY,OWNED,
Bayanhushu,3814,,,,CHI,OWNED,
Erie,3815,,,,,UNOWNED,
Nieuw Nickerie,3816,,,,DUG,OWNED,
Partoun,3817,,,,,UNOWNED,
Tehuelches,3818,,,,,UNOWNED,
Lhasa,3819,,,,TIB,OWNED,
Klinzy,3820,,,,RUS,OWNED,
Norwegian Mountains,3821,,,,,UNOWNED,
Ballymena,3822,,,,GBR,OWNED,
Ras Al Khaimah,3823,,,,RSA,OWNED,
Ponferrada,3824,,,,SPA,OWNED,
Larnaca,3825,,,,TUR,OWNED,
Stuttgart,3826,,,,WUR,OWNED,
Zlinka,3827,,,,LIT,OWNED,
Osterode,3828,,,,PRU,OWNED,
Mahmud-e Raqi,3829,,,,AFG,OWNED,
Apsheronsk,3830,,,,RUS,OWNED,
Siegen,3831,,,,PRU,OWNED,
Letterkenny,3832,,,,GBR,OWNED,
Hua Hin,3833,,,,SIA,OWNED,
Novorossiysk,3834,,,,RUS,OWNED,
Koblenz,3835,,,,PRU,OWNED,
Yuxian,3836,,,,CHI,OWNED,
Riga,3837,,,,LIV,OWNED,
Boston,3838,,,,USA,OWNED,
Baden-Baden,3839,,,,BAD,OWNED,
Shishou,3840,,,,CHI,OWNED,
Schwetz,3841,,,,PRU,OWNED,
Changtu,3842,,,,MNC,OWNED,
Dzhubga,3843,,,,RUS,OWNED,
Tayinsha,3844,,,,RUS,OWNED,
Awbary,3845,,,,TRI,OWNED,
Tongliao,3846,,,,CHI,OWNED,
Point Pleasant,3847,,,,USA,OWNED,
Trinochpoly,3848,,,,EIC,OWNED,
Kerch,3849,,,,CRM,OWNED,
Ayutthaya,3850,,,,SIA,OWNED,
Idlib,3851,,,,TUR,OWNED,
Alegrete,3852,,,,LFP,OWNED,
Springfield,3853,,,,USA,OWNED,
Ponomarevka,3854,,,,RUS,OWNED,
Lin'an,3855,,,,CHI,OWNED,
Sungai Penuh,3856,,,,SGL,OWNED,
Bellevue,3857,,,,YAK,OWNED,
Sahara Desert,3858,,,,,UNOWNED,
Myggbukta,3859,,,,DEN,OWNED,
Anglesey,3860,,,,GBR,OWNED,
Nazarovo,3861,,,,RUS,OWNED,
Charleston,3862,,,,USA,OWNED,
Trujillo,3863,,,,,UNOWNED,
Tak,3864,,,,SIA,OWNED,
Ikaria,3865,,,,TUR,OWNED,
St George,3866,,,,,UNOWNED,
Kelafo,3867,,,,OGD,OWNED,
Örgön,3868,,,,ULS,OWNED,
Antsirabe,3869,,,,MRK,OWNED,
Al-Ujun,3870,,,,MOR,OWNED,
Yaya,3871,,,,RUS,OWNED,
Palangka Raya,3872,,,,BJR,OWNED,
Wesenberg,3873,,,,EST,OWNED,
Ibani,3874,,,,BON,OWNED,
Kuusamo,3875,,,,FIN,OWNED,
Athani,3876,,,,KOL,OWNED,
Kromy,3877,,,,RUS,OWNED,
Uppsala,3878,,,,SWE,OWNED,
Zueva,3879,,,,RUS,OWNED,
Rivne,3880,,,,LIT,OWNED,
Jeziaryšča,3881,,,,LIT,OWNED,
Livorno,3882,,,,TUS,OWNED,
Joetsu,3883,,,,TKG,OWNED,
Meißen,3884,,,,SAX,OWNED,
Bridgeport,3885,,,,USA,OWNED,
Huiyang,3886,,,,CHI,OWNED,
Colmar,3887,,,,FRA,OWNED,
Sevsk,3888,,,,RUS,OWNED,
Antyevo,3889,,,,RUS,OWNED,
Yevpatoria,3890,,,,CRM,OWNED,
Tochyn,3891,,,,LIT,OWNED,
Shreveport,3892,,,,LSA,OWNED,
Himalayas,3893,,,,,UNOWNED,
Chernomorake,3894,,,,CRM,OWNED,
Trincomalee,3895,,,,CYL,OWNED,
Kanazawa,3896,,,,MED,OWNED,
Plauen,3897,,,,SWM,OWNED,
Gimpo,3898,,,,KOR,OWNED,
New Haven,3899,,,,USA,OWNED,
Koundara,3900,,,,FTJ,OWNED,
Nanfeng,3901,,,,CHI,OWNED,
Torrijos,3902,,,,SPA,OWNED,
Pipariya,3903,,,,INR,OWNED,
Limnos,3904,,,,TUR,OWNED,
Ras Shukeir,3905,,,,EGY,OWNED,
Moose Factory,3906,,,,HBC,OWNED,
Changzi,3907,,,,CHI,OWNED,
Zaragoza,3908,,,,NSP,OWNED,
Davarzan,3909,,,,,UNOWNED,
Colombo,3910,,,,CYL,OWNED,
Takhta Bazar,3911,,,,HRT,OWNED,
Ongjin,3912,,,,KOR,OWNED,
Saladillo,3913,,,,,UNOWNED,
Chelyabinsk,3914,,,,RUS,OWNED,
Aksai,3915,,,,CHI,OWNED,
Pehuajó,3916,,,,,UNOWNED,
Narsingarh,3917,,,,VID,OWNED,
Saverovka,3918,,,,RUS,OWNED,
Lucheng,3919,,,,CHI,OWNED,
Beardmore,3920,,,,,UNOWNED,
Zanjan,3921,,,,,UNOWNED,
Kigoma,3922,,,,,UNOWNED,
Daulatabad,3923,,,,,UNOWNED,
Kenge,3924,,,,KON,OWNED,
Yuli,3925,,,,ILI,OWNED,
PROV3926,3926,,,,LSU,OWNED,
North Wiltshire,3927,,,,GBR,OWNED,
Neya,3928,,,,RUS,OWNED,
Yelnia,3929,,,,RUS,OWNED,
Badagada,3930,,,,NAG,OWNED,
Adrada,3931,,,,SPA,OWNED,
Apastovo,3932,,,,RUS,OWNED,
Grenada,3933,,,,LWI,OWNED,
Bristol,3934,,,,GBR,OWNED,
Ambovombe,3935,,,,,UNOWNED,
Dosso,3936,,,,DSO,OWNED,
Fastiw,3937,,,,RUS,OWNED,
Smolensk,3938,,,,RUS,OWNED,
Sungaiguntung,3939,,,,SIK,OWNED,
Braila,3940,,,,WAL,OWNED,
Lyubar,3941,,,,LIT,OWNED,
Nagano,3942,,,,TKG,OWNED,
Korkatovo,3943,,,,RUS,OWNED,
Lure,3944,,,,FRA,OWNED,
Zhaoqing,3945,,,,CHI,OWNED,
Zadonsk,3946,,,,RUS,OWNED,
Foggia,3947,,,,NAP,OWNED,
Baksan,3948,,,,RUS,OWNED,
Sault Ste. Marie,3949,,,,UCA,OWNED,
Quanzhou,3950,,,,CHI,OWNED,
Campobasso,3951,,,,NAP,OWNED,
San Marcos,3952,,,,FLO,OWNED,
Doesoenhoetantoea,3953,,,,SIK,OWNED,
Sutesti,3954,,,,WAL,OWNED,
Kelantan,3955,,,,,UNOWNED,
Fukui,3956,,,,ECH,OWNED,
Bega,3957,,,,,UNOWNED,
New York,3958,,,,USA,OWNED,
Zhairem,3959,,,,ORT,OWNED,
Yunfu,3960,,,,CHI,OWNED,
Parkes,3961,,,,,UNOWNED,
Zhezkagan,3962,,,,ORT,OWNED,
Jabalpur,3963,,,,INR,OWNED,
Houghton,3964,,,,,UNOWNED,
Zhangzhou,3965,,,,CHI,OWNED,
Helena,3966,,,,SHO,OWNED,
New Orleans,3967,,,,LSA,OWNED,
Antofagasta,3968,,,,CHL,OWNED,
Gua Musang,3969,,,,PRK,OWNED,
Tongxin,3970,,,,,UNOWNED,
Inverloch,3971,,,,,UNOWNED,
Três Lagoas,3972,,,,BRZ,OWNED,
Tengger Desert,3973,,,,,UNOWNED,
Pretoria,3974,,,,,UNOWNED,
Shalim,3975,,,,OMA,OWNED,
Chatom,3976,,,,CHT,OWNED,
Normanton,3977,,,,,UNOWNED,
Swedish Mountains,3978,,,,,UNOWNED,
Campo Grande,3979,,,,BRZ,OWNED,
Inyanga,3980,,,,ROZ,OWNED,
St. Gallen,3981,,,,SWI,OWNED,
Medvezhyegorsk,3982,,,,RUS,OWNED,
Kristiansand,3983,,,,NOR,OWNED,
Laas Kirche,3984,,,,LIV,OWNED,
Siversk,3985,,,,RUS,OWNED,
Yukhmachi,3986,,,,RUS,OWNED,
Chim,3987,,,,RUS,OWNED,
Suining,3988,,,,CHI,OWNED,
Cherkassy,3989,,,,RUS,OWNED,
Dimitrovgrad,3990,,,,RUS,OWNED,
Liestal,3991,,,,SWI,OWNED,
Charleroi,3992,,,,NED,OWNED,
Vila Nova de Milfontes,3993,,,,POR,OWNED,
Merjama,3994,,,,EST,OWNED,
Mestia,3995,,,,ABK,OWNED,
Pershotravensk,3996,,,,RUS,OWNED,
PROV3997,3997,,,,TNI,OWNED,
Cihanbeyli,3998,,,,TUR,OWNED,
Ochamchire,3999,,,,ABK,OWNED,
Tapan,4000,,,,EIC,OWNED,
Shangqiou,4001,,,,CHI,OWNED,
Bila Tserkva,4002,,,,RUS,OWNED,
Shizuoka,4003,,,,TKG,OWNED,
PROV4004,4004,,,,,UNNAMED/placeholder,
Sens,4005,,,,FRA,OWNED,
Tuyen Quang,4006,,,,TRH,OWNED,
Newport News,4007,,,,USA,OWNED,
Kandi,4008,,,,BRB,OWNED,
Alat,4009,,,,BUK,OWNED,
Rezua,4010,,,,BUR,OWNED,
Janjanbureh,4011,,,,KAB,OWNED,
Monywa,4012,,,,BUR,OWNED,
Yunak,4013,,,,TUR,OWNED,
Bhagalpur,4014,,,,EIC,OWNED,
Bintuhuan,4015,,,,EIC,OWNED,
Yasuj,4016,,,,,UNOWNED,
Nakatsugawa,4017,,,,TKG,OWNED,
Pripolyarnyi,4018,,,,RUS,OWNED,
Nagar,4019,,,,HZA,OWNED,
Lardjem,4020,,,,ALG,OWNED,
Sherdino,4021,,,,RUS,OWNED,
Diffa,4022,,,,KBO,OWNED,
Khodjent,4023,,,,KOK,OWNED,
Sahara Desert,4024,,,,,UNOWNED,
Trinity,4025,,,,NFL,OWNED,
Patna,4026,,,,PAT,OWNED,
Villa Mercedes,4027,,,,,UNOWNED,
Ardakan,4028,,,,,UNOWNED,
Rodeo,4029,,,,,UNOWNED,
Bardhaman,4030,,,,BNG,OWNED,
Tyler,4031,,,,CDD,OWNED,
Al Goled-Ombada Road,4032,,,,,UNOWNED,
Vladimir-Volynsk,4033,,,,LIT,OWNED,
Yurkino,4034,,,,RUS,OWNED,
Zemetchino,4035,,,,RUS,OWNED,
Dassa-Zoumé,4036,,,,DAH,OWNED,
Nuria,4037,,,,SPA,OWNED,
PROV4038,4038,,,,RUS,OWNED,
Neuchâtel,4039,,,,NEU,OWNED,
Hrubieszów,4040,,,,POL,OWNED,
Ballenstedt,4041,,,,ANH,OWNED,
Birsk,4042,,,,RUS,OWNED,
Kutaisi,4043,,,,MGL,OWNED,
Ternuvate,4044,,,,RUS,OWNED,
Seshego,4045,,,,,UNOWNED,
Tahiti,4046,,,,,UNOWNED,
Calarasi,4047,,,,WAL,OWNED,
Yekaterinoslav,4048,,,,RUS,OWNED,
Misrata,4049,,,,TRI,OWNED,
Tárrega,4050,,,,SPA,OWNED,
Trakai,4051,,,,LIT,OWNED,
Vitigudino,4052,,,,SPA,OWNED,
Dole,4053,,,,FRA,OWNED,
Khammam,4054,,,,EIC,OWNED,
Cilento,4055,,,,NAP,OWNED,
Oni,4056,,,,SVA,OWNED,
Shiluustey,4057,,,,ULS,OWNED,
Nizamabad,4058,,,,HYD,OWNED,
Cagliari,4059,,,,SAR,OWNED,
Si Lanna,4060,,,,CMI,OWNED,
Aguascalientes,4061,,,,NSP,OWNED,
Bucharest,4062,,,,WAL,OWNED,
Mataram,4063,,,,DEI,OWNED,
Bani Walid,4064,,,,TRI,OWNED,
Kiffa,4065,,,,,UNOWNED,
Villatoro,4066,,,,SPA,OWNED,
Wenkeminzu,4067,,,,HLJ,OWNED,
Suryapet,4068,,,,EIC,OWNED,
Lokosovo,4069,,,,RUS,OWNED,
Taraz,4070,,,,GKH,OWNED,
Wau,4071,,,,,UNOWNED,
Kukhmorit,4072,,,,KBD,OWNED,
Jaunpur,4073,,,,AWA,OWNED,
Hulunzhen,4074,,,,HLJ,OWNED,
Ban Tong,4075,,,,VIN,OWNED,
Río Cuarto,4076,,,,,UNOWNED,
Denpasar,4077,,,,BLI,OWNED,
Zaranj,4078,,,,AFG,OWNED,
Margate,4079,,,,,UNOWNED,
Tranaquepe,4080,,,,LFQ,OWNED,
Biryand,4081,,,,,UNOWNED,
Nizhyevartovsky,4082,,,,RUS,OWNED,
Maroua,4083,,,,KKO,OWNED,
Krasnokamensk,4084,,,,RUS,OWNED,
Deniliquin,4085,,,,,UNOWNED,
Hasenpoth,4086,,,,COU,OWNED,
Quilpie,4087,,,,,UNOWNED,
Shirè,4088,,,,TGR,OWNED,
Axmar,4089,,,,SWE,OWNED,
Saint-Étienne,4090,,,,FRA,OWNED,
Luumäki,4091,,,,FIN,OWNED,
Zgurivka,4092,,,,RUS,OWNED,
Grobin,4093,,,,COU,OWNED,
Parikhino,4094,,,,RUS,OWNED,
Nikkaluokta,4095,,,,SWE,OWNED,
Solwezi,4096,,,,KAZ,OWNED,
Kuznetsk,4097,,,,RUS,OWNED,
Ockelbo,4098,,,,SWE,OWNED,
Guizhi,4099,,,,CHI,OWNED,
Tomakivka,4100,,,,RUS,OWNED,
Chaadaevka,4101,,,,RUS,OWNED,
Lahti,4102,,,,FIN,OWNED,
Aubusson,4103,,,,FRA,OWNED,
Nosivka,4104,,,,RUS,OWNED,
Anguo,4105,,,,CHI,OWNED,
Frolovo,4106,,,,RUS,OWNED,
Puerto Plata,4107,,,,NSP,OWNED,
Port keats,4108,,,,,UNOWNED,
Wuqing Qu,4109,,,,CHI,OWNED,
Belgrade,4110,,,,SRB,OWNED,
Everett,4111,,,,,UNOWNED,
Huanggang,4112,,,,CHI,OWNED,
Dniprodzerzhinsk,4113,,,,RUS,OWNED,
Sahara Desert,4114,,,,,UNOWNED,
Lleida,4115,,,,SPA,OWNED,
Muradxan,4116,,,,SHR,OWNED,
Bellac,4117,,,,FRA,OWNED,
Quang Nam,4118,,,,VIE,OWNED,
Shaheshancuncun,4119,,,,CHI,OWNED,
Joao Lisboa,4120,,,,BRZ,OWNED,
Daşoguz,4121,,,,KHV,OWNED,
Thanbyuzayat,4122,,,,BUR,OWNED,
Kerbulaq,4123,,,,GKH,OWNED,
Coen,4124,,,,,UNOWNED,
Huairou,4125,,,,CHI,OWNED,
Bintuni,4126,,,,,UNOWNED,
Victoria,4127,,,,,UNOWNED,
Tifariti,4128,,,,MOR,OWNED,
Tata,4129,,,,MOR,OWNED,
Mamlyutka,4130,,,,RUS,OWNED,
Kelvecer,4131,,,,KBH,OWNED,
Daocheng,4132,,,,LTG,OWNED,
Ishim,4133,,,,RUS,OWNED,
Amazon Rainforest,4134,,,,,UNOWNED,
PROV4135,4135,,,,KHV,OWNED,
Popayán,4136,,,,CAU,OWNED,
Fort Prinsensten,4137,,,,DGC,OWNED,
Sorong,4138,,,,,UNOWNED,
Immokalee,4139,,,,SEM,OWNED,
Garhwa,4140,,,,RMH,OWNED,
Metok,4141,,,,TIB,OWNED,
Garoowe,4142,,,,MEE,OWNED,
Rubtsovk,4143,,,,RUS,OWNED,
Onega,4144,,,,RUS,OWNED,
Süleymaniye,4145,,,,BBN,OWNED,
Den Haag,4146,,,,NED,OWNED,
Kibondo,4147,,,,LUG,OWNED,
Ankara,4148,,,,TUR,OWNED,
Dolo Odo,4149,,,,,UNOWNED,
Soddo,4150,,,,WLA,OWNED,
Thiers,4151,,,,FRA,OWNED,
Blatna,4152,,,,AUS,OWNED,
Dvorichna,4153,,,,RUS,OWNED,
Tatarovo,4154,,,,RUS,OWNED,
Qazvin,4155,,,,,UNOWNED,
Abidjan,4156,,,,,UNOWNED,
Ipswich,4157,,,,GBR,OWNED,
Madina do Boe,4158,,,,,UNOWNED,
Zenica,4159,,,,TUR,OWNED,
St Barthélemy,4160,,,,FRA,OWNED,
Longquan,4161,,,,CHI,OWNED,
Divriği,4162,,,,TUR,OWNED,
Chapayevsk,4163,,,,RUS,OWNED,
Tarragona,4164,,,,SPA,OWNED,
Brive-la-Gaillarde,4165,,,,FRA,OWNED,
Kien Giang,4166,,,,VIE,OWNED,
Vovchansk,4167,,,,RUS,OWNED,
PROV4168,4168,,,,,UNNAMED/placeholder,
Haeju,4169,,,,KOR,OWNED,
Soko,4170,,,,SRB,OWNED,
Bardstown,4171,,,,,UNOWNED,
Ea Knop,4172,,,,VIE,OWNED,
Sariwon,4173,,,,KOR,OWNED,
Longreach,4174,,,,,UNOWNED,
Huajapan,4175,,,,MEX,OWNED,
Bihac,4176,,,,TUR,OWNED,
Austrian Alps,4177,,,,,UNOWNED,
Fouliang,4178,,,,CHI,OWNED,
Ertish,4179,,,,RUS,OWNED,
Osage Beach,4180,,,,OSG,OWNED,
Severomuysk,4181,,,,RUS,OWNED,
temperate_fruit Springs,4182,,,,NWE,OWNED,
Barreiras,4183,,,,BRZ,OWNED,
Owensboro,4184,,,,SHW,OWNED,
Pailin,4185,,,,CBI,OWNED,
Zhetisan,4186,,,,BUK,OWNED,
Busselton,4187,,,,,UNOWNED,
West Ishagamu,4188,,,,OYO,OWNED,
Baramshi,4189,,,,BLO,OWNED,
Stepnogorsk,4190,,,,RUS,OWNED,
Ad Dammam,4191,,,,ALJ,OWNED,
Severobaikalsk,4192,,,,RUS,OWNED,
Vão das Almas,4193,,,,BRZ,OWNED,
Kapan,4194,,,,KBH,OWNED,
St. Clair,4195,,,,,UNOWNED,
Sylhet,4196,,,,KRI,OWNED,
Tocoa,4197,,,,GUA,OWNED,
Orenburg,4198,,,,RUS,OWNED,
Az Zilfi,4199,,,,DRY,OWNED,
Arviat,4200,,,,,UNOWNED,
Privoiny,4201,,,,RUS,OWNED,
Dasigou,4202,,,,CHI,OWNED,
Amazon Rainforest,4203,,,,,UNOWNED,
Seminole,4204,,,,DIN,OWNED,
Rayong,4205,,,,SIA,OWNED,
