province_id,province_name,owner_tag,province_rank,culture,religion,trade_goods,total_pops,assessment_note
2080,Azángaro,,settlement,peruvian,catholic,potato,9,
2081,Malmesbury,CPC,settlement,damara,khoi-san,grain,5,
2082,Lesnoy,RUS,settlement,udmurt,orthodox,wood,2,
2083,Bindura,ROZ,settlement,shona,bantu,livestock,29,
2084,Umea,SWE,settlement,swedish,lutheran,wood,0,owned but 0 pops (frontier/empty — normal)
2085,Landshut,BAV,settlement,austrian,catholic,stone,27,
2086,Asmetovka,RUS,settlement,russian,orthodox,temperate_fruit,5,
2087,Hammam al-Alil,IRA,settlement,iraqi,sunni,textile_fibres,8,
2088,Orai,EIC,settlement,hindi,hindu,vegetables,100,
2089,Krasnograd,RUS,settlement,ukrainian,orthodox,grain,7,
2090,Tarusa,RUS,settlement,russian,orthodox,industrial_fibres,19,
2091,Fiscal,SPA,settlement,castilian,catholic,wood,7,
2092,Ambikapur,RMH,settlement,hindi,hindu,gold,90,
2093,Huesca,SPA,city,castilian,catholic,livestock,15,
2094,Cavan,GBR,settlement,irish,catholic,grain,38,
2095,Olmedo,SPA,settlement,castilian,catholic,livestock,9,
2096,Memmingen,MEM,settlement,austrian,catholic,livestock,21,
2097,Jessore,EIC,settlement,bengali,sunni,grain,180,
2098,Rtishchevo,RUS,settlement,russian,orthodox,grain,6,
2099,Dhanbad,DHN,settlement,bihari,hindu,grain,67,
2100,Mendaha,JBI,settlement,malayan,sunni,sulphur,4,
2101,Karlivka,RUS,settlement,ukrainian,orthodox,grain,20,
2102,Belle Chasse,LSA,settlement,creole,catholic,fish,3,
2103,Samarinda,KTI,settlement,banjar,hindu,fish,0,owned but 0 pops (frontier/empty — normal)
2104,Sujumi,ABK,settlement,abgazi,sunni,temperate_fruit,11,
2105,Taman Negara,JHR,settlement,malayan,sunni,hardwood,1,
2106,Columbia,,settlement,dixie,evangelical,textile_fibres,10,
2107,Melbourne,,settlement,minor_aboriginal,mythic,grain,0,
2108,Zamora,SPA,settlement,castilian,catholic,grain,13,
2109,Modoc,,settlement,washo,earth_lodge,livestock,0,
2110,Jhalawar,INR,settlement,rajasthani,hindu,tea,70,
2111,Belokurija,RUS,settlement,sibir,sunni,wood,2,
2112,Taunsa,KHL,settlement,pashtun,sunni,textile_fibres,20,
2113,Athos,ATH,settlement,greek,orthodox,textile_fibres,1,
2114,Merowe,MLK,settlement,egyptian_arabic,sunni,stone,2,
2115,Semipalatinsk,RUS,settlement,russian,orthodox,temperate_fruit,7,
2116,Aswan,EGY,city,egyptian_arabic,sunni,livestock,19,
2117,Detroit Lakes,DAK,settlement,yanktonai,waashat,wood,0,owned but 0 pops (frontier/empty — normal)
2118,Bicuar,,settlement,herero,bantu,wood,10,
2119,Sungai Petani,KDH,settlement,malayan,sunni,fish,2,
2120,Texarkana,CDD,settlement,wichita,waashat,livestock,0,owned but 0 pops (frontier/empty — normal)
2121,Ballarat,,settlement,minor_aboriginal,mythic,gold,0,
2122,Cangamba,CHK,settlement,chokwe,bantu,livestock,8,
2123,Mys Khanku,MNC,settlement,amur,siberian_shamanism,wood,1,
2124,Mupa,,settlement,herero,bantu,grain,10,
2125,Njaaréem,CAY,settlement,wolof,serer,vegetables,34,
2126,Knoxville,,settlement,dixie,lutheran,wood,7,
2127,Guayrá,BRZ,settlement,brazilian,catholic,sugar,3,
2128,Uyuni,CHR,settlement,aymara,catholic,potato,2,
2129,Midland,CMC,settlement,chiricahua,catholic,livestock,0,owned but 0 pops (frontier/empty — normal)
2130,Mtwara,OMA,settlement,makwe,sunni,fish,18,
2131,Angul,NAG,settlement,oriya,hindu,coal,50,
2132,Fellin,LIV,settlement,estonian,lutheran,wood,8,
2133,Halberstadt,PRU,settlement,north_german,lutheran,grain,8,
2134,Torgel,LIV,settlement,estonian,lutheran,fish,2,
2135,Gujranwala,KHL,settlement,punjabi,hindu,tea,254,
2136,Salzburg,SZB,city,south_german,catholic,salt,8,
2137,Khodovarikha,RUS,settlement,samoyed,orthodox,wood,0,owned but 0 pops (frontier/empty — normal)
2138,Milagros,SPA,settlement,castilian,catholic,grain,11,
2139,Kaprun,AUS,settlement,austrian,catholic,stone,9,
2140,Tete,MOZ,settlement,chewa,bantu,grain,10,
2141,Ravensburg,WUR,settlement,austrian,catholic,textile_fibres,47,
2142,Hagen,PRU,settlement,north_german,lutheran,vegetables,11,
2143,Calzada,SPA,settlement,castilian,catholic,grain,14,
2144,Gudermes,GZI,settlement,dagestani,shiite,oil,5,"'oil' = intended Victorian-TC/Self-Strengthening good (design, not anachronism)"
2145,Songea,,settlement,makua,bantu,grain,3,
2146,Hiroshima,ASN,city,japanese,mahayana,textile_fibres,125,
2147,Sloviansk,RUS,settlement,ukrainian,orthodox,coal,8,
2148,Portlaoise,GBR,settlement,irish,catholic,grain,36,
2149,Pekanbaru,SIK,settlement,malayan,sunni,rubber,7,"'rubber' = intended Victorian-TC/Self-Strengthening good (design, not anachronism)"
2150,Ube,CSU,settlement,japanese,mahayana,fish,67,
2151,Lozova,RUS,settlement,ukrainian,orthodox,grain,8,
2152,Taounat,MOR,settlement,moroccan,sunni,wood,13,
2153,Cantalejo,SPA,settlement,castilian,catholic,grain,10,
2154,Dinguiraye,,settlement,malinke,sunni,grain,27,
2155,Junagadh,KTW,settlement,gujarati,hindu,fish,68,
2156,Kendujhar,NAG,settlement,oriya,hindu,iron,30,
2157,Xinglong,CHI,settlement,beihua,daoism,grain,20,
2158,Shelkovskaya,GZI,settlement,dagestani,sunni,industrial_fibres,2,
2159,Altraga,ULS,settlement,oirat,mahayana,livestock,1,
2160,Lailunga,NAG,settlement,hindi,hindu,wood,65,
2161,Xiataizi,CHI,settlement,beihua,daoism,grain,14,
2162,Guilin,CHI,settlement,shangjiang,daoism,tea,25,
2163,Pomio,,settlement,melanesian,mana,hardwood,2,
2164,Leh,LDK,settlement,balti,sunni,stone,14,
2165,Meknes,MOR,city,moroccan,sunni,temperate_fruit,25,
2166,PROV2166,RUS,settlement,dolgan,tengri,wood,0,owned but 0 pops (frontier/empty — normal)
2167,Zhag'gar,CHI,settlement,beihua,mahayana,sulphur,16,
2168,Gondar,GDR,settlement,amharic,coptic,vegetables,24,
2169,Kiskenekol,RUS,settlement,kazakh,sunni,wood,0,owned but 0 pops (frontier/empty — normal)
2170,Malaita,,settlement,melanesian,mana,fish,3,
2171,Inongo,KON,settlement,mongo,bantu,hardwood,7,
2172,Baturino,RUS,settlement,russian,orthodox,wood,2,
2173,Gangawati,JMK,settlement,kannada,hindu,tea,60,
2174,Chirgalandy,TNN,settlement,oirat,mahayana,wood,0,owned but 0 pops (frontier/empty — normal)
2175,Qianma,CHI,settlement,kam-sui,linh,vegetables,35,
2176,Peak Hill,,settlement,minor_aboriginal,mythic,livestock,0,
2177,Mandi Bahauddin,KHL,settlement,punjabi,shiite,textile_fibres,80,
2178,Arak,,settlement,persian,shiite,lead,15,
2179,PROV2179,RUS,settlement,dolgan,tengri,wood,0,owned but 0 pops (frontier/empty — normal)
2180,Kermanshah,,settlement,kurdish,shiite,sugar,20,
2181,Socotra,MHR,settlement,somali,sunni,spices,0,owned but 0 pops (frontier/empty — normal)
2182,Kerguelen,,settlement,malagasy,zanahary,fish,0,
2183,Dadu,SND,settlement,sindhi,sunni,grain,40,
2184,Daharki,SND,settlement,sindhi,sunni,livestock,10,
2185,Teren'ga,RUS,settlement,russian,orthodox,temperate_fruit,10,
2186,Targnoskii Gorod,RUS,settlement,russian,orthodox,wood,4,
2187,Vishgorod,RUS,settlement,ukrainian,orthodox,grain,15,
2188,Bad Tölz,BAV,settlement,austrian,catholic,wood,15,
2189,Naroulya,LIT,settlement,belarusian,orthodox,salt,6,
2190,Steinau,PRU,settlement,south_german,catholic,sugar,19,
2191,Glazov,RUS,settlement,russian,orthodox,wood,7,
2192,Bikin,MNC,settlement,amur,siberian_shamanism,wood,2,
2193,Malua,,settlement,mwani,sunni,grain,8,
2194,Kuzovatovo,RUS,settlement,mordvin,orthodox,vegetables,6,
2195,Chavusy,LIT,settlement,belarusian,orthodox,grain,5,
2196,Qeshm,OMA,settlement,bedouin,shiite,grain,5,
2197,Kadesh Barnea,EGY,settlement,bedouin,sunni,livestock,1,
2198,Amatrice,PAP,settlement,central_italian,catholic,livestock,33,
2199,Pudovnya,LIT,settlement,belarusian,orthodox,temperate_fruit,11,
2200,Zaragoza,SPA,city,castilian,catholic,livestock,18,
2201,Sonthofen,AUS,settlement,austrian,catholic,stone,10,
2202,Tak,SIA,settlement,karen,theravada,wood,9,
2203,Farsala,JNI,settlement,greek,orthodox,temperate_fruit,6,
2204,Tarki,TKI,settlement,kumyk,sunni,temperate_fruit,12,
2205,Malaya Pera,RUS,settlement,samoyed,orthodox,wood,0,owned but 0 pops (frontier/empty — normal)
2206,Nazran,DRD,settlement,nakh,sunni,temperate_fruit,20,
2207,Belaya Kativka,RUS,settlement,ukrainian,orthodox,vegetables,4,
2208,Udon Thani,SIA,settlement,laotian,theravada,stone,21,
2209,Vanua Levu,,settlement,melanesian,mana,fish,5,
2210,Naltschik,DRD,settlement,circassian,sunni,textile_fibres,9,
2211,Kuang,DEI,settlement,sundanese,sunni,coffee,31,
2212,Al Tamimi,TRI,settlement,libyan,sunni,livestock,1,
2213,Tête Jaune Cache,DNE,settlement,kaska,inuit,wood,1,
2214,Calatayud,SPA,settlement,castilian,catholic,grain,11,
2215,Yerington,,settlement,ute,earth_lodge,livestock,2,
2216,Daik-u,BUR,settlement,karen,theravada,sugar,14,
2217,Urgun,MGA,settlement,mongolian,mahayana,livestock,2,
2218,Haikou,CHI,city,min,daoism,sugar,81,
2219,Tricca,JNI,settlement,greek,orthodox,textile_fibres,7,
2220,Kalaa,BEB,settlement,kabyle,sunni,iron,19,
2221,Las Gorei,ISQ,settlement,somali,sunni,fish,8,
2222,Han-Uul,MGA,settlement,mongolian,mahayana,livestock,1,
2223,Danzhou,CHI,settlement,hlai,daoism,grain,20,
2224,Ogden,,settlement,ute,waashat,salt,0,
2225,Phu Luang,SIA,settlement,laotian,theravada,tobacco,11,
2226,Santo Antonio de Jesus,BRZ,settlement,brazilian,catholic,livestock,13,
2227,Popondetta,,settlement,papuan,mythic,hardwood,1,
2228,Gyêgu,NGQ,settlement,amdo,mahayana,livestock,11,
2229,Saskatoon,ICF,settlement,cree,waashat,wood,1,
2230,Luga,WAO,settlement,wolof,serer,vegetables,30,
2231,Urup,,settlement,chisima_ainu,kamuy,fish,1,
2232,Bor,RUS,settlement,dolgan,sunni,wood,0,owned but 0 pops (frontier/empty — normal)
2233,Borama,ZEI,settlement,tigre,sunni,livestock,12,
2234,Pequop,,settlement,ute,earth_lodge,livestock,0,
2235,Melinka,,settlement,aonikenk,tain_feyentun,fish,1,
2236,Northam,,settlement,minor_aboriginal,mythic,livestock,0,
2237,Ngari,LDK,settlement,balti,mahayana,textile_fibres,3,
2238,PROV2238,,settlement,shoshone,waashat,livestock,0,
2239,Faridabad,EIC,settlement,hindi,hindu,grain,173,
2240,Shypuvate,RUS,settlement,ukrainian,orthodox,livestock,9,
2241,Opochka,LIT,settlement,belarusian,orthodox,textile_fibres,3,
2242,Aleksandrov,RUS,settlement,russian,orthodox,wood,8,
2243,Cordillera,CHR,settlement,peruvian,catholic,tin,3,
2244,Pemba,,settlement,makhuwa,sunni,grain,8,
2245,Gavrilovka,RUS,settlement,russian,orthodox,wood,3,
2246,Attock,KHL,settlement,pashtun,sunni,grain,30,
2247,Splügen,SWI,settlement,swiss_german,catholic,livestock,13,
2248,Yurtsevo,RUS,settlement,russian,orthodox,grain,6,
2249,Schwyz,SWI,settlement,swiss_german,catholic,livestock,13,
2250,Putilovo,RUS,settlement,russian,orthodox,grain,1,
2251,Bern,SWI,city,swiss_german,evangelical,silk,34,
2252,Belgorod,RUS,settlement,russian,orthodox,vegetables,22,
2253,Koksan,KOR,settlement,korean,korean_shamanism,grain,45,
2254,Dmitrov,RUS,settlement,russian,orthodox,wood,7,
2255,Vale,GUR,settlement,georgian,orthodox,textile_fibres,6,
2256,Ajtubinsk,RUS,settlement,russian,orthodox,livestock,6,
2257,Al Uwaynat,,settlement,tuareg,sunni,camel,2,
2258,Il'Murzino,RUS,settlement,samoyed,orthodox,wood,6,
2259,Brandon,ASB,settlement,assiniboine,waashat,grain,1,
2260,Kirishima,SHZ,settlement,japanese,shinto,tea,27,
2261,Gukovo,RUS,settlement,ukrainian,orthodox,fish,9,
2262,Wadi al Hamim,TRI,settlement,tuareg,sunni,livestock,3,
2263,Rieti,PAP,settlement,central_italian,catholic,grain,15,
2264,Wakhan,BDK,settlement,tajik,sunni,wood,2,
2265,Geneva,SWI,city,savoyard,lutheran,livestock,37,
2266,Haveri,JMK,settlement,kannada,hindu,livestock,60,
2267,Nampo,KOR,settlement,korean,korean_shamanism,fish,102,
2268,Kowanyama,,settlement,pama,mythic,wood,0,
2269,Zaraza,CPV,settlement,colombian,catholic,grain,5,
2270,Agri,TUR,settlement,armenian,coptic,livestock,5,
2271,Montrado,FOS,settlement,hakka,daoism,temperate_fruit,3,
2272,Nitmiluk,,settlement,aboriginal,mythic,grain,0,
2273,Lakhimpur,EIC,settlement,hindi,hindu,grain,75,
2274,Sarmi,,settlement,papuan,mythic,spices,1,
2275,Krutoyarsky,RUS,settlement,russian,orthodox,wood,3,
2276,Al Jawf,DRY,settlement,bedouin,wahhabi,livestock,2,
2277,Agedabiya,TRI,settlement,libyan,sunni,stone,8,
2278,Krasnoyarsk,RUS,settlement,russian,orthodox,wood,5,
2279,Romitan,BUK,settlement,turkmen,sunni,textile_fibres,5,
2280,Barra do Corda,BRZ,settlement,tupi,catholic,livestock,2,
2281,Zhanyu,CHI,settlement,manchu,mahayana,grain,1,
2282,Goa,PGI,city,konkani,catholic,textile_fibres,52,
2283,Hecate Strait,,settlement,,,,0,
2284,Tuunaanselka,,settlement,,,,0,
2285,Malawi,,settlement,,,,0,
2286,Amazon Rainforest,,settlement,tupi,catimbo,cloth,0,
2287,Yuanzipu,CHI,settlement,manchu,mahayana,grain,6,
2288,Man,,settlement,malinke,akan,elephants,21,
2289,South Sudanese Desert,,settlement,nubian,sunni,camel,1,
2290,Tambrauw,,settlement,laani,mana,wood,1,
2291,Uvira,,settlement,sukuma,bantu,gems,10,
2292,Los Mochis,NSP,settlement,minor_nahua,catholic,textile_fibres,1,
2293,Asino,RUS,settlement,tuvan,sunni,wood,3,
2294,PROV2294,,settlement,,,,0,sea/wasteland placeholder
2295,La Paz,NSP,settlement,norteno,catholic,livestock,1,
2296,Gbezohn,,settlement,bassa,serer,wood,18,
2297,Maidan,RUS,settlement,russian,orthodox,wood,3,
2298,Samarra,IRA,settlement,iraqi,sunni,vegetables,12,
2299,Pacific,,settlement,,,,0,
2300,Soltau,HAN,settlement,north_german,lutheran,livestock,6,
2301,Chuklem,RUS,settlement,russian,orthodox,wood,0,owned but 0 pops (frontier/empty — normal)
2302,Montdidier,FRA,settlement,french,catholic,grain,16,
2303,Atlantic,,settlement,,,,0,
2304,PROV2304,,settlement,,,,0,sea/wasteland placeholder
2305,Lausanne,SWI,settlement,savoyard,lutheran,industrial_fibres,17,
2306,Abbeville,FRA,settlement,french,catholic,vegetables,31,
2307,Tana,,settlement,,roman_pantheon,cloth,0,"roman_pantheon = vanilla I:R default on uninhabited water/wasteland tile (cosmetic, left as-is)"
2308,Ofiki,OYO,settlement,yoruba,orisha,temperate_fruit,3,
2309,Cheboksary,RUS,settlement,chuvash,orthodox,wood,13,
2310,Weliko,TUR,settlement,bulgarian,sunni,lead,15,
2311,Ad-Dahirah,BHR,settlement,bedouin,sunni,gems,4,
2312,Mirnyy,RUS,settlement,kalmyks,sunni,livestock,2,
2313,Bremen,BRE,city,north_german,lutheran,livestock,32,
2314,Ilam,,settlement,kurdish,shiite,temperate_fruit,10,
2315,Brecknockshire,GBR,settlement,welsh,anglican,lead,16,
2316,Koigorodok,RUS,settlement,russian,orthodox,wood,0,owned but 0 pops (frontier/empty — normal)
2317,Ango,,settlement,ngbandi,bantu,hardwood,3,
2318,Siverek,TUR,settlement,armenian,coptic,grain,16,
2319,Waterford,GBR,settlement,irish,catholic,livestock,32,
2320,Shkodra,SCU,settlement,albanian,sunni,temperate_fruit,11,
2321,Thonon-les-Bains ,SAR,settlement,savoyard,catholic,stone,19,
2322,Ramanathapuram,EIC,settlement,tamil,hindu,fish,46,
2323,Terkin,RUS,settlement,russian,orthodox,wood,4,
2324,Chippewa Falls,,settlement,ojibwe-potawatomi,waashat,wood,0,
2325,Lovec,TUR,settlement,bulgarian,orthodox,copper,25,
2326,Kenkiyak,BKI,settlement,kazakh,sunni,livestock,1,
2327,Negotin,SRB,settlement,romanian,orthodox,grain,12,
2328,PROV2328,,settlement,minor_aboriginal,mythic,livestock,0,
2329,Coeur d'Alene,,settlement,shoshone,waashat,industrial_fibres,0,
2330,Smederevo,SRB,settlement,serb,orthodox,lead,17,
2331,Yakima,YAK,settlement,sahaptin,earth_lodge,wood,2,
2332,Ras Ghareb,EGY,settlement,egyptian_arabic,sunni,fish,1,
2333,Gutara,RUS,settlement,buryat,sunni,wood,0,owned but 0 pops (frontier/empty — normal)
2334,Pescara,NAP,city,south_italian,catholic,temperate_fruit,28,
2335,Lankaran,TLY,settlement,talysh,shiite,livestock,11,
2336,Howrah,BNG,city,bengali,hindu,copper,159,
2337,Istaravshan,BUK,settlement,tajik,sunni,livestock,23,
2338,Chachoengsao,SIA,settlement,thai,theravada,grain,36,
2339,Fukushima,TKG,settlement,japanese,shinto,livestock,75,
2340,Dodoma,,settlement,gogo,bantu,textile_fibres,20,
2341,Shahrizab,BUK,settlement,uzbek,sunni,livestock,15,
2342,Phetchaburi,SIA,settlement,thai,theravada,temperate_fruit,16,
2343,Yanqi Hui,ILI,settlement,uighur,sunni,livestock,13,
2344,Maldonado,LFP,settlement,platense,catholic,livestock,5,
2345,Skamania,YAK,settlement,sahaptin,earth_lodge,fish,0,owned but 0 pops (frontier/empty — normal)
2346,Mathura,EIC,settlement,hindi,hindu,grain,200,
2347,Minusinsk,RUS,settlement,mongolian,mahayana,wood,0,owned but 0 pops (frontier/empty — normal)
2348,PROV2348,,settlement,,,,0,sea/wasteland placeholder
2349,Spokane,DNE,settlement,ahtna,waashat,wood,0,owned but 0 pops (frontier/empty — normal)
2350,Hokkari,HAK,settlement,assyrian,nestorian,sugar,7,
2351,Vehari,KHL,settlement,urdu,sunni,grain,30,
2352,Ochotsk,RUS,settlement,russian,orthodox,fur,2,
2353,Mwanza,,settlement,luo,kenyan,gold,24,
2354,Xinhe,XNG,settlement,uighur,sunni,textile_fibres,4,
2355,Oroluk,,settlement,micronesian,mana,grain,1,
2356,Ajmer,KHA,city,rajasthani,hindu,grain,100,
2357,Goaso,ATI,settlement,akan,dahoman,coffee,22,
2358,Säffle,SWE,settlement,swedish,lutheran,wood,4,
2359,PROV2359,,settlement,,,,0,sea/wasteland placeholder
2360,Kukmor,RUS,settlement,tatar,sunni,wood,6,
2361,Arlon,LUX,settlement,walloon,catholic,wood,28,
2362,Wangaratta,,settlement,minor_aboriginal,mythic,gold,1,
2363,Rokiskis,RUS,settlement,lithuanian,catholic,livestock,8,
2364,Belomorsk,RUS,settlement,russian,orthodox,wood,2,
2365,Antananarivo,MRK,city,merina,zanahary,grain,34,
2366,Maseru,LST,settlement,sotho,bantu,livestock,18,
2367,Yamburg,RUS,settlement,dolgan,tengri,wood,0,owned but 0 pops (frontier/empty — normal)
2368,Schwedt/Oder,PRU,settlement,north_german,lutheran,grain,15,
2369,Bjørkelangen,NOR,settlement,norwegian,lutheran,textile_fibres,3,
2370,Oxcutzab,NSP,settlement,yucatec,syncretic_christian,wood,3,
2371,Varese,LBV,settlement,north_italian,catholic,grain,20,
2372,PROV2372,,settlement,,,,0,sea/wasteland placeholder
2373,Santo Tomás,,settlement,quechua,catholic,livestock,9,
2374,Alpi Pennine,SAR,settlement,north_italian,catholic,stone,2,
2375,Gatchina,RUS,settlement,russian,orthodox,grain,7,
2376,Belley,FRA,settlement,savoyard,catholic,rifles,20,"'rifles' = intended Victorian-TC/Self-Strengthening good (design, not anachronism)"
2377,Bastogne,LUX,settlement,walloon,catholic,wood,15,
2378,Sumter,,settlement,dixie,evangelical,textile_fibres,8,
2379,Kelme,RUS,settlement,lithuanian,catholic,wood,4,
2380,Iskar,TUR,settlement,bulgarian,orthodox,stone,16,
2381,Rangelap,,settlement,micronesian,mana,wood,1,
2382,PROV2382,,settlement,,,,0,sea/wasteland placeholder
2383,Moundou,,settlement,hausa,sunni,temperate_fruit,22,
2384,Pingtung,CHI,settlement,min,mahayana,temperate_fruit,24,
2385,Lupane,MAT,settlement,shona,bantu,livestock,8,
2386,Nankang,CHI,settlement,hakka,pure_land_buddhism,grain,61,
2387,Kimjongsuk,KOR,settlement,korean,mahayana,industrial_fibres,11,
2388,Xinyang,CHI,settlement,beihua,daoism,grain,121,
2389,Lyon,FRA,city,french,catholic,livestock,54,
2390,Hambantota,CYL,settlement,sinhala,theravada,fish,32,
2391,Aihen,,settlement,dixie,evangelical,textile_fibres,7,
2392,Albury,,settlement,minor_aboriginal,mythic,grain,0,
2393,Nanao,MED,settlement,japanese,mahayana,fish,42,
2394,Bjala Slatina,TUR,settlement,bulgarian,orthodox,copper,13,
2395,Pacific,,settlement,,,,0,
2396,PROV2396,,settlement,,,,0,sea/wasteland placeholder
2397,Ordos Desert,,settlement,mongolian,mahayana,livestock,0,
2398,Ndola,KAZ,settlement,shona,bantu,industrial_fibres,17,
2399,Uljin,KOR,settlement,korean,mahayana,grain,49,
2400,Whangarei,NGA,settlement,maori,rangi,coal,1,
2401,Polevskoy,RUS,settlement,russian,orthodox,wood,2,
2402,PROV2402,KTG,settlement,lahu,linh,hardwood,0,owned but 0 pops (frontier/empty — normal)
2403,Chongyi,CHI,settlement,hakka,daoism,grain,25,
2404,Nitchequon,ICF,settlement,nunavik,inuit,wood,1,
2405,Ruwayshid,,settlement,bedouin,sunni,livestock,1,
2406,Apucarana,BRZ,settlement,guarani,catholic,coal,1,
2407,Wutai,CHI,settlement,jin,confucianism,grain,51,
2408,Kandy,KND,settlement,sinhala,theravada,tea,31,
2409,Ermoúpoli,TUR,settlement,greek,orthodox,stone,7,
2410,PROV2410,,settlement,,,,0,sea/wasteland placeholder
2411,Canindeyú,PRG,settlement,guarani,catholic,sugar,3,
2412,Bancuncun,CHI,settlement,jin,daoism,grain,58,
2413,Santa Cruz de la Sierra,CHR,city,peruvian,catholic,grain,26,
2414,Alxa,CHI,settlement,jin,daoism,grain,36,
2415,Aegean,,settlement,,,,0,
2416,Chandrpur,NAG,settlement,gondi,hindu,vegetables,52,
2417,Baltic,,settlement,,,,0,
2418,Qujing,CHI,settlement,kam-sui,linh,copper,99,
2419,Roberval,ICF,settlement,cree,inuit,fur,1,
2420,Päijänne,,settlement,,,,0,
2421,Christmas Island,,settlement,malagasy,zanahary,fish,0,
2422,Hearst,,settlement,huron,waashat,fur,1,
2423,Albany,MSG,settlement,alabama,waashat,textile_fibres,1,
2424,San Estanislao,PRG,settlement,paraguayan,catholic,livestock,5,
2425,Zanyar,,settlement,azeri,shiite,grain,24,
2426,Cateel,,settlement,bisayan,hindu,temperate_fruit,5,
2427,Golok,CHI,settlement,amdo,mahayana,livestock,20,
2428,Mbabane,ESW,settlement,swazi,bantu,grain,19,
2429,Seoul,KOR,city,korean,korean_shamanism,grain,190,
2430,Narrabri,,settlement,minor_aboriginal,mythic,grain,0,
2431,Bathurst,NBR,settlement,mikmaq,inuit,textile_fibres,3,
2432,Hoshangabad,BHO,settlement,rajasthani,hindu,textile_fibres,112,
2433,New Valley,EGY,settlement,egyptian_arabic,sunni,livestock,1,
2434,Kikwit,KON,settlement,kongo,bantu,hardwood,11,
2435,Myitkina,TNI,settlement,shan,theravada,livestock,0,owned but 0 pops (frontier/empty — normal)
2436,Marathon,,settlement,ojibwe-potawatomi,waashat,industrial_fibres,1,
2437,Ituxi,BRZ,settlement,tupi,pagelanca,vegetables,1,
2438,Al Bab,TUR,settlement,levantine,sunni,spices,11,
2439,La Paz,CHR,city,peruvian,catholic,grain,24,
2440,Guaranda,QTO,settlement,ecuadorian,catholic,vegetables,4,
2441,Perth,,settlement,nyungan,mythic,grain,0,
2442,Vemdalen,SWE,settlement,swedish,lutheran,wood,1,
2443,Anuppur,NAG,settlement,hindi,hindu,livestock,35,
2444,Ica,,settlement,peruvian,catholic,fish,2,
2445,Borisoglebskyi,RUS,settlement,russian,orthodox,wood,3,
2446,Windsheim,BAV,settlement,austrian,catholic,grain,20,
2447,Mariampol,POL,settlement,polish,catholic,industrial_fibres,21,
2448,Nanded,HYD,settlement,marathi,hindu,grain,55,
2449,Trat,SIA,settlement,thai,theravada,sugar,13,
2450,Kurchatov,RUS,settlement,ukrainian,orthodox,wood,7,
2451,Manychkoe,RUS,settlement,russian,orthodox,wood,3,
2452,Glukhiv,RUS,settlement,russian,orthodox,industrial_fibres,9,
2453,Bergama,TUR,settlement,turkish,sunni,textile_fibres,16,
2454,Rawa,POL,settlement,polish,catholic,livestock,13,
2455,Chernisevsky,RUS,settlement,yakut,tengri,wood,0,owned but 0 pops (frontier/empty — normal)
2456,Montbrison,FRA,settlement,french,catholic,coal,28,
2457,Aschaffenburg,BAV,settlement,south_german,catholic,vegetables,25,
2458,Gumbinnen,PRU,settlement,north_german,lutheran,livestock,20,
2459,Giresun,GRS,settlement,turkish,sunni,stone,15,
2460,Camarvon,,settlement,tswana,bantu,vegetables,2,
2461,Tetouan,MOR,settlement,moroccan,sunni,grain,23,
2462,Ünye,TUR,settlement,turkish,sunni,temperate_fruit,11,
2463,Shyganak,ORT,settlement,kazakh,sunni,iron,0,owned but 0 pops (frontier/empty — normal)
2464,Nesebar,TUR,settlement,bulgarian,sunni,grain,14,
2465,Krasnogvardeiskoe,RUS,settlement,nogai,sunni,temperate_fruit,2,
2466,Bhavangar,KTW,settlement,gujarati,hindu,livestock,108,
2467,Brześć,POL,settlement,polish,catholic,grain,18,
2468,Roanne,FRA,settlement,french,catholic,grain,26,
2469,Buntar Laut,BTR,settlement,banjar,hindu,spices,2,
2470,Khowst,AFG,settlement,pashtun,sunni,wood,0,owned but 0 pops (frontier/empty — normal)
2471,Arctic,,settlement,,,,0,
2472,Niangxiang,CHI,settlement,gan,daoism,chili,114,
2473,Sampit,BJR,settlement,banjar,hindu,rubber,0,"'rubber' = intended Victorian-TC/Self-Strengthening good (design, not anachronism)"
2474,Rawalakot,AFG,settlement,kashmiri,sunni,stone,55,
2475,Johore,JHR,settlement,malayan,sunni,stone,13,
2476,Ksar el Kebir,MOR,settlement,moroccan,sunni,fish,13,
2477,Kodiak,,settlement,yupik,orthodox,fish,1,
2478,Djougou,,settlement,fon,orisha,grain,33,
2479,Teteven,TUR,settlement,bulgarian,orthodox,grain,12,
2480,Sorel,LCA,settlement,quebecois,catholic,wood,12,
2481,Macau,POR,settlement,yue,mahayana,fish,3,
2482,Öskemen,,settlement,sibir,sunni,wood,4,
2483,Setubal,POR,city,portuguese,catholic,fish,22,
2484,Kurgus,SNR,settlement,nubian,sunni,textile_fibres,5,
2485,Saint Lawrence,NFL,settlement,anglo_canadian,anglican,wood,3,
2486,Fort Liard,,settlement,inuvialuit,inuit,wood,1,
2487,Gao'an,CHI,settlement,gan,pure_land_buddhism,tea,126,
2488,Farafangana,,settlement,betsimisaraki,zanahary,spices,10,
2489,Rabwah,KHL,settlement,punjabi,sunni,textile_fibres,45,
2490,Malacca,JHR,settlement,malayan,sunni,livestock,7,
2491,Wichita Falls,CMC,settlement,comanche,waashat,livestock,0,owned but 0 pops (frontier/empty — normal)
2492,Akureyri,DEN,settlement,icelandic,lutheran,sulphur,3,
